ad_id,recommendation,platform,brand,category,ad_type,target_audience,creative_theme,status,start_date,days_running,spend,revenue,roas,impressions,clicks,ctr,conversions,cpc,cpa,creative_score,landing_page_score,frequency,video_completion_rate
AD-0127,SCALE,Meta,Little Joys,Wellness,Carousel,M 25-34,Celebrity Endorsement,Active,2025-11-16,4,70801.03,3578037.89,50.54,2116316,94502,4.47,3111,0.75,22.76,5.73,9.67,7.52,
AD-0128,ENDED_WIN,Meta,Man Matters,Weight Management,Reel,F 18-24,Lifestyle,Completed,2025-06-07,6,92467.76,26979415.03,291.77,4126452,272367,6.6,33962,0.34,2.72,1.41,8.44,5.3,60.74
AD-0129,ENDED_WIN,Google,Little Joys,Hair Care,Carousel,M 18-24,Lifestyle,Completed,2025-07-01,4,162936.5,51087391.43,313.54,4940709,330941,6.7,44427,0.49,3.67,6.33,9.98,5.63,
AD-0130,ENDED_WIN,Meta,Man Matters,Weight Management,Reel,M 25-34,Lifestyle,Completed,2025-01-25,72,23466.22,2026696.07,86.37,965554,29155,3.02,1147,0.8,20.46,9.97,7.54,2.12,17
AD-0131,ENDED_WIN,YouTube,Little Joys,Skin Care,Story,F 18-24,Infographic,Paused,2025-09-25,33,132634.84,20029445.66,151.01,5320932,371744,6.99,39750,0.36,3.34,5.01,7.95,5.51,
AD-0132,SCALE,Meta,Man Matters,Hair Care,Reel,F 18-24,Before/After,Active,2025-06-07,67,28128.5,2680350.75,95.29,874250,57682,6.6,8633,0.49,3.26,5.96,5.02,2.12,72.18
AD-0133,ENDED_WIN,Meta,Man Matters,Sexual Health,Carousel,M 25-34,Testimonial,Completed,2025-10-22,59,113617.19,3533811.71,31.1,3775127,123679,3.28,4287,0.92,26.5,3.79,2.7,5.59,
AD-0134,SCALE,Google,Little Joys,Skin Care,Image,M 25-34,UGC Style,Active,2025-07-11,50,130067.39,10865460.41,83.54,3483204,170949,4.91,16145,0.76,8.06,4.91,3.96,4.6,
AD-0135,SCALE,YouTube,Be Bodywise,Wellness,Story,F 25-34,Lifestyle,Active,2025-01-21,70,67560.46,2878288.17,42.6,2010008,57819,2.88,6287,1.17,10.75,3.55,3.49,3.97,
AD-0136,KILL,YouTube,Be Bodywise,Skin Care,Reel,M 35-44,Celebrity Endorsement,Active,2025-06-02,42,139358.02,132162.29,0.95,1817782,54725,3.01,138,2.55,1009.84,8.13,8.66,6.24,34.33
AD-0137,ENDED_WIN,YouTube,Little Joys,Nutrition,Carousel,M 25-34,UGC Style,Paused,2025-01-09,76,136910.26,82981350.6,606.1,6636192,518249,7.81,73295,0.26,1.87,7.7,8.22,6.89,
AD-0138,SCALE,YouTube,Little Joys,Hair Care,Carousel,F 18-24,Infographic,Active,2025-02-24,57,107010.55,5196391.69,48.56,761212,23531,3.09,3462,4.55,30.91,5.83,6.07,3.88,
AD-0139,ENDED_WIN,Meta,Little Joys,Nutrition,Reel,F 35-44,Infographic,Completed,2025-06-17,15,45052.22,1405858.4,31.21,892820,14692,1.65,838,3.07,53.76,1.08,5.66,2.65,72.81
AD-0140,ENDED_LOSS,Instagram,Be Bodywise,Weight Management,Video,F 35-44,Before/After,Paused,2025-01-25,83,88730.33,23531.69,0.27,517361,12917,2.5,12,6.87,7394.19,6.5,2.15,7.66,68.44
AD-0141,ENDED_WIN,Meta,Be Bodywise,Wellness,Reel,M 35-44,Product Demo,Paused,2025-02-05,77,121754.79,15437569.01,126.79,1617334,106587,6.59,15638,1.14,7.79,1.93,1.52,7.27,81.86
AD-0142,ENDED_WIN,Instagram,Little Joys,Weight Management,Image,F 18-24,Doctor Trust,Paused,2025-01-18,16,98589.99,13996625.55,141.97,3381781,213223,6.31,24201,0.46,4.07,7.56,3.68,7.83,
AD-0143,SCALE,Instagram,Man Matters,Sexual Health,Carousel,F 35-44,Before/After,Active,2025-03-01,12,28014.79,466521.64,16.65,140870,7428,5.27,245,3.77,114.35,2.92,5.6,6.57,
AD-0144,ENDED_WIN,Google,Little Joys,Nutrition,Image,F 25-34,Infographic,Paused,2025-05-10,21,119666.63,5357922.33,44.77,2031600,62063,3.05,3202,1.93,37.37,6.18,3.16,3.11,
AD-0145,ENDED_WIN,Meta,Be Bodywise,Wellness,Story,M 35-44,Testimonial,Completed,2025-10-09,84,100596.54,1982766.71,19.71,3646547,84285,2.31,2647,1.19,38,7.41,7.12,7.03,
AD-0146,SCALE,Instagram,Man Matters,Skin Care,Story,F 35-44,Lifestyle,Active,2025-06-10,20,154262.2,10839302.55,70.27,6260576,137285,2.19,12556,1.12,12.29,2.46,7.53,3.19,
AD-0147,SCALE,Meta,Little Joys,Sexual Health,Reel,F 35-44,Infographic,Active,2025-01-20,12,196292.88,4040211.54,20.58,7086267,398517,5.62,4628,0.49,42.41,8.97,5.07,7.57,47.17
AD-0148,ENDED_WIN,Meta,Be Bodywise,Hair Care,Image,M 25-34,Product Demo,Completed,2025-04-15,21,79980.68,13403680.67,167.59,3634457,160593,4.42,9128,0.5,8.76,5.15,3.84,6.91,
AD-0149,ENDED_WIN,Meta,Be Bodywise,Skin Care,Video,F 35-44,Doctor Trust,Paused,2025-01-26,29,180690.55,16075277.66,88.97,3044419,105793,3.47,12266,1.71,14.73,5.56,2.07,2.25,84.01
AD-0150,ENDED_OK,Meta,Little Joys,Nutrition,Video,F 35-44,Doctor Trust,Paused,2025-09-11,52,190447.2,568289.61,2.98,2826511,156219,5.53,289,1.22,658.99,3.43,7.88,5.62,68.04
AD-0151,SCALE,Google,Be Bodywise,Sexual Health,Image,F 25-34,Doctor Trust,Active,2025-09-08,63,165600.72,12485940.1,75.4,912220,68967,7.56,9368,2.4,17.68,5.27,2.06,7.46,
AD-0152,SCALE,Meta,Man Matters,Nutrition,Image,M 25-34,Product Demo,Active,2025-10-15,69,117579.81,29084130.89,247.36,3024495,191791,6.34,24976,0.61,4.71,6.34,4.54,4.93,
AD-0153,SCALE,YouTube,Little Joys,Wellness,Image,M 25-34,Before/After,Active,2025-01-03,80,52134.67,13638448.1,261.6,2594266,146016,5.63,10537,0.36,4.95,1.76,7.68,5.83,
AD-0154,ENDED_LOSS,YouTube,Be Bodywise,Weight Management,Reel,F 35-44,Doctor Trust,Completed,2025-08-10,46,186392.69,170941.25,0.92,6332351,107279,1.69,231,1.74,806.89,2.35,9.3,5.75,46.57
AD-0155,SCALE,YouTube,Man Matters,Nutrition,Reel,M 25-34,Infographic,Active,2025-01-22,25,88488.51,10982534.92,124.11,3014705,219938,7.3,9344,0.4,9.47,2.12,8.97,1.94,24.17
AD-0156,ENDED_OK,Instagram,Little Joys,Hair Care,Image,M 25-34,Before/After,Completed,2025-05-02,4,162930.17,676933,4.15,1033215,7012,0.68,485,23.24,335.94,8.85,4.69,2.77,
AD-0157,ENDED_WIN,Meta,Man Matters,Nutrition,Carousel,F 18-24,Doctor Trust,Paused,2025-08-28,20,184543.78,33739720.2,182.83,8241863,565063,6.86,33039,0.33,5.59,8.29,5.63,1.83,
AD-0158,ENDED_WIN,Instagram,Be Bodywise,Hair Care,Video,M 18-24,Before/After,Paused,2025-04-23,77,182128.5,6421613.01,35.26,4224417,186242,4.41,4362,0.98,41.75,5.95,6.84,5.6,35.87
AD-0159,ENDED_WIN,Google,Be Bodywise,Sexual Health,Carousel,F 35-44,Lifestyle,Paused,2025-04-13,46,141796.43,17261324.3,121.73,4567928,154701,3.39,20613,0.92,6.88,5.9,9.13,5.78,
AD-0160,SCALE,Instagram,Man Matters,Weight Management,Image,M 18-24,Infographic,Active,2025-11-06,34,63351.89,6459116.6,101.96,3155982,143119,4.53,18475,0.44,3.43,9.8,5.67,5.56,
AD-0161,SCALE,Meta,Be Bodywise,Hair Care,Reel,F 25-34,Doctor Trust,Active,2025-08-15,74,121696.54,9429700.59,77.49,2125515,138591,6.52,5020,0.88,24.24,8.56,6.56,3.41,76.45
AD-0162,ENDED_WIN,Meta,Be Bodywise,Skin Care,Image,F 35-44,Testimonial,Paused,2025-10-28,44,66214.64,1804331.78,27.25,837018,56000,6.69,3754,1.18,17.64,4.79,3.46,3.62,
AD-0163,ENDED_OK,YouTube,Man Matters,Wellness,Video,F 35-44,UGC Style,Paused,2025-05-09,21,90195.28,1184155.15,13.13,2211011,30138,1.36,731,2.99,123.39,1.24,9.49,4.27,83.82
AD-0164,ENDED_WIN,Instagram,Be Bodywise,Hair Care,Carousel,F 35-44,Celebrity Endorsement,Completed,2025-11-04,62,150137.7,12229692.77,81.46,2913753,218063,7.48,17063,0.69,8.8,9.04,9.88,6.42,
AD-0165,ENDED_WIN,Instagram,Be Bodywise,Skin Care,Story,F 18-24,Testimonial,Completed,2025-06-08,64,76840.99,6897464.35,89.76,1744517,120873,6.93,6215,0.64,12.36,1.82,5.89,7.7,
AD-0166,ENDED_WIN,Instagram,Little Joys,Weight Management,Video,M 35-44,Infographic,Completed,2025-03-13,62,152031.03,18809711.28,123.72,6399765,328592,5.13,23277,0.46,6.53,8.12,7.44,5.95,19.55
AD-0167,ENDED_WIN,Instagram,Man Matters,Hair Care,Story,M 25-34,Doctor Trust,Paused,2025-08-21,13,17442.36,838707.79,48.08,338337,9108,2.69,684,1.92,25.5,7.12,7.56,6.78,
AD-0168,SCALE,Google,Little Joys,Hair Care,Reel,F 25-34,Lifestyle,Active,2025-01-02,44,158491.5,5415785.42,34.17,1440961,30621,2.13,3570,5.18,44.4,4.34,5.47,6.51,15
AD-0169,MONITOR,YouTube,Be Bodywise,Nutrition,Carousel,F 18-24,Product Demo,Active,2025-10-25,49,2088.04,95267.88,45.63,84222,2892,3.43,234,0.72,8.92,9.98,1.19,3.36,
AD-0170,MONITOR,Meta,Little Joys,Hair Care,Carousel,M 18-24,Celebrity Endorsement,Active,2025-10-13,88,10454.59,285174.72,27.28,349015,4452,1.28,198,2.35,52.8,7.63,1.92,6.26,
AD-0171,ENDED_WIN,Google,Man Matters,Weight Management,Reel,M 25-34,Doctor Trust,Paused,2025-03-04,65,73047.39,6897689.15,94.43,2993484,46794,1.56,4264,1.56,17.13,9.8,7.73,5.79,40.22
AD-0172,ENDED_WIN,YouTube,Little Joys,Nutrition,Video,F 18-24,Doctor Trust,Completed,2025-08-26,31,23732.36,1976029.34,83.26,358498,13825,3.86,1825,1.72,13,5.38,4.77,5.2,83.57
AD-0173,ENDED_WIN,Meta,Little Joys,Sexual Health,Image,F 35-44,Lifestyle,Completed,2025-08-14,42,61444.38,10175903.04,165.61,1127431,59448,5.27,6335,1.03,9.7,9.32,1.59,7.05,
AD-0174,ENDED_WIN,Meta,Man Matters,Nutrition,Image,F 25-34,UGC Style,Completed,2025-10-08,24,62590.66,16337224.78,261.02,2750347,81768,2.97,11422,0.77,5.48,8.75,1.33,3.45,
AD-0175,ENDED_WIN,Google,Little Joys,Hair Care,Story,F 35-44,Testimonial,Paused,2025-04-08,63,81733.36,17162712.59,209.98,2448351,112568,4.6,11804,0.73,6.92,6.73,4.5,1.51,
AD-0176,ENDED_WIN,Meta,Little Joys,Sexual Health,Story,F 18-24,Doctor Trust,Paused,2025-08-23,29,80767.1,7055971.53,87.36,954105,47461,4.97,6822,1.7,11.84,1.12,3.14,4.03,
AD-0177,SCALE,Meta,Man Matters,Nutrition,Story,M 18-24,UGC Style,Active,2025-09-27,55,98217.72,2741255.4,27.91,1771540,25631,1.45,3421,3.83,28.71,5.44,9.95,1.99,
AD-0178,ENDED_WIN,Meta,Be Bodywise,Skin Care,Reel,F 18-24,Testimonial,Completed,2025-05-26,79,70533.03,13538106.27,191.94,3449557,215011,6.23,9599,0.33,7.35,5.13,9.2,1.98,54.35
AD-0179,ENDED_WIN,Meta,Man Matters,Nutrition,Carousel,F 25-34,Lifestyle,Completed,2025-11-20,74,125955.34,14857771.46,117.96,980466,69945,7.13,10115,1.8,12.45,8.75,7.08,3.49,
AD-0180,MONITOR,Meta,Be Bodywise,Skin Care,Video,F 18-24,Celebrity Endorsement,Active,2025-06-04,51,7003.76,502419.18,71.74,322887,3504,1.09,482,2,14.53,4.01,3.01,1.25,39.04
AD-0181,ENDED_WIN,Google,Man Matters,Sexual Health,Video,F 25-34,Celebrity Endorsement,Completed,2025-09-16,41,132783.93,5188361.66,39.07,2702233,70467,2.61,3596,1.88,36.93,4.93,1.57,6.41,71.09
AD-0182,ENDED_WIN,Google,Be Bodywise,Wellness,Video,M 18-24,Celebrity Endorsement,Paused,2025-10-24,15,65591.32,1917871.94,29.24,2269955,27155,1.2,1806,2.42,36.32,2.51,4.63,4.75,80.22
AD-0183,ENDED_WIN,Meta,Be Bodywise,Weight Management,Video,F 25-34,Product Demo,Completed,2025-08-09,59,96825.93,4772218.42,49.29,646096,40182,6.22,2877,2.41,33.66,6.9,1.2,4.48,52.15
AD-0184,ENDED_WIN,Instagram,Be Bodywise,Weight Management,Reel,F 18-24,Doctor Trust,Completed,2025-08-10,20,197038.93,61074787.21,309.96,5799726,457242,7.88,47874,0.43,4.12,4.83,9.5,7.97,11.06
AD-0185,ENDED_WIN,Google,Man Matters,Weight Management,Reel,F 35-44,Lifestyle,Paused,2025-02-26,62,181047.52,8549162.72,47.22,3647629,119846,3.29,5670,1.51,31.93,2.04,2.34,7.9,10.84
AD-0186,SCALE,Instagram,Little Joys,Hair Care,Story,F 35-44,Celebrity Endorsement,Active,2025-01-24,30,195710.09,5415101.32,27.67,6207594,493700,7.95,3906,0.4,50.1,3.31,6.92,5.41,
AD-0187,SCALE,Google,Little Joys,Skin Care,Reel,F 25-34,Before/After,Active,2025-05-09,28,196026.63,3167881.94,16.16,3281411,168622,5.14,1753,1.16,111.82,1.36,2.32,7.08,68.14
AD-0188,ENDED_WIN,Meta,Man Matters,Sexual Health,Image,F 25-34,Product Demo,Paused,2025-07-23,33,132449.69,11092977.37,83.75,1748764,115893,6.63,8004,1.14,16.55,3.56,4.53,7.47,
AD-0189,ENDED_WIN,Google,Be Bodywise,Nutrition,Story,F 35-44,Celebrity Endorsement,Paused,2025-07-21,55,104738.89,2079717.77,19.86,3679442,45264,1.23,2399,2.31,43.66,1.81,7.26,2.14,
AD-0190,ENDED_LOSS,Instagram,Little Joys,Skin Care,Carousel,F 25-34,Testimonial,Completed,2025-06-08,5,51056.3,18514.06,0.36,591520,32671,5.52,64,1.56,797.75,6.83,8.97,6.08,
AD-0191,ENDED_WIN,YouTube,Little Joys,Skin Care,Reel,F 35-44,Lifestyle,Paused,2025-01-03,80,108273.42,4078298.73,37.67,2676403,174558,6.52,4518,0.62,23.96,1.54,7.3,3.36,69.64
AD-0192,ENDED_WIN,Instagram,Little Joys,Sexual Health,Story,M 25-34,Testimonial,Completed,2025-10-28,85,119756.69,5447987.36,45.49,5197050,320477,6.17,14433,0.37,8.3,1.48,4.66,5.68,
AD-0193,SCALE,YouTube,Little Joys,Hair Care,Story,M 25-34,Testimonial,Active,2025-01-15,85,68130.37,3964622.48,58.19,2063385,161689,7.84,19467,0.42,3.5,2.45,8.83,6.17,
AD-0194,KILL,Google,Be Bodywise,Sexual Health,Image,F 25-34,Celebrity Endorsement,Active,2025-10-22,55,44411.28,3659.34,0.08,886251,52973,5.98,2,0.84,22205.64,6.17,5.36,4.78,
AD-0195,ENDED_WIN,Google,Be Bodywise,Hair Care,Video,F 25-34,Doctor Trust,Completed,2025-07-07,29,74275.02,4496344.2,60.54,1111646,41030,3.69,4006,1.81,18.54,7.09,2.86,7.84,16.83
AD-0196,ENDED_LOSS,Instagram,Man Matters,Nutrition,Carousel,M 25-34,Product Demo,Completed,2025-09-01,35,51150.87,123758.89,2.42,517813,21186,4.09,527,2.41,97.06,3.49,6.07,5.88,
AD-0197,ENDED_WIN,Google,Man Matters,Hair Care,Reel,F 35-44,Doctor Trust,Completed,2025-09-10,10,109790.24,8360448.51,76.15,1652591,58650,3.55,5908,1.87,18.58,7.46,7.8,2.08,60.38
AD-0198,ENDED_WIN,Meta,Man Matters,Weight Management,Story,F 25-34,Celebrity Endorsement,Completed,2025-04-18,20,107623.55,5360548.16,49.81,3877433,170096,4.39,3143,0.63,34.24,7.01,5.88,6.39,
AD-0199,SCALE,Meta,Little Joys,Skin Care,Video,F 35-44,Lifestyle,Active,2025-08-21,16,188763.65,34502694.64,182.78,4228317,252367,5.97,19874,0.75,9.5,6.81,6.14,5.86,62.7
AD-0200,ENDED_WIN,Meta,Man Matters,Sexual Health,Reel,M 18-24,Lifestyle,Completed,2025-02-28,58,129029.64,2234509.1,17.32,986189,18011,1.83,1488,7.16,86.71,2.2,2.67,6.48,29.44
AD-0201,ENDED_WIN,Google,Little Joys,Sexual Health,Video,F 18-24,Infographic,Paused,2025-02-13,86,106525.91,2644491.08,24.82,1577283,84330,5.35,10401,1.26,10.24,6.2,1.17,3.96,62.04
AD-0202,ENDED_WIN,Google,Little Joys,Wellness,Carousel,M 35-44,Testimonial,Completed,2025-11-14,81,18682.84,1410011.75,75.47,786935,13951,1.77,995,1.34,18.78,3.77,4.75,3.05,
AD-0203,SCALE,Google,Little Joys,Wellness,Video,M 25-34,Doctor Trust,Active,2025-06-19,21,27141.58,8324877.08,306.72,668667,50249,7.51,5804,0.54,4.68,3.29,8.92,1.31,21.57
AD-0204,ENDED_LOSS,Google,Little Joys,Nutrition,Carousel,F 35-44,Lifestyle,Paused,2025-03-21,17,104292.41,191380.86,1.84,781496,17247,2.21,615,6.05,169.58,2.72,7.9,1.47,
AD-0205,ENDED_WIN,Meta,Little Joys,Wellness,Reel,M 25-34,Celebrity Endorsement,Paused,2025-08-23,69,34420.13,13453343.3,390.86,1136138,62139,5.47,7978,0.55,4.31,9.66,5.66,5.54,74.08
AD-0206,ENDED_OK,Google,Little Joys,Skin Care,Video,F 18-24,Before/After,Paused,2025-11-27,23,27456.98,192315.45,7,146487,2893,1.97,105,9.49,261.5,4.47,1.75,7.32,68.93
AD-0207,ENDED_LOSS,YouTube,Man Matters,Weight Management,Video,M 18-24,Testimonial,Completed,2025-06-07,8,52470.24,52227.12,1,886698,15730,1.77,103,3.34,509.42,1.74,3.56,2.44,42.85
AD-0208,SCALE,Instagram,Little Joys,Nutrition,Story,M 25-34,Before/After,Active,2025-09-17,60,136909.96,87017705.64,635.58,6482941,493109,7.61,46535,0.28,2.94,6.49,9.55,3.34,
AD-0209,MONITOR,Meta,Man Matters,Skin Care,Story,F 25-34,Before/After,Active,2025-03-13,65,14275.82,484410.48,33.93,426008,31552,7.41,996,0.45,14.33,7.92,6.73,3.05,
AD-0210,ENDED_WIN,YouTube,Little Joys,Weight Management,Story,F 18-24,Infographic,Completed,2025-05-21,80,19442.28,4301430.3,221.24,800553,20827,2.6,2698,0.93,7.21,9.28,9.75,5.35,
AD-0211,SCALE,YouTube,Man Matters,Skin Care,Carousel,M 18-24,Before/After,Active,2025-08-23,20,53603.04,1525184.86,28.45,1952056,135460,6.94,2316,0.4,23.14,5.63,2.24,1.98,
AD-0212,SCALE,YouTube,Man Matters,Wellness,Image,F 25-34,Doctor Trust,Active,2025-05-04,85,68305.13,8205845.53,120.14,1217630,51380,4.22,4986,1.33,13.7,5.89,3.43,1.08,
AD-0213,ENDED_WIN,Google,Be Bodywise,Wellness,Image,M 25-34,Doctor Trust,Completed,2025-11-10,23,40793.17,9881768.68,242.24,1163773,65551,5.63,9491,0.62,4.3,2.94,3.05,5.32,
AD-0214,ENDED_LOSS,Google,Little Joys,Skin Care,Carousel,F 18-24,Product Demo,Completed,2025-05-13,26,32555.65,28017.88,0.86,965838,74358,7.7,15,0.44,2170.38,2.52,5.11,2.23,
AD-0215,ENDED_WIN,Meta,Little Joys,Nutrition,Story,F 25-34,Doctor Trust,Paused,2025-03-09,3,125701.99,13665708.75,108.72,4691409,301217,6.42,32085,0.42,3.92,5.36,1.91,1.38,
AD-0216,SCALE,Google,Man Matters,Hair Care,Image,F 35-44,Testimonial,Active,2025-01-28,50,198674.97,36545506.43,183.95,4320612,304037,7.04,36416,0.65,5.46,9.85,7.39,5.31,
AD-0217,ENDED_OK,Google,Man Matters,Wellness,Image,F 35-44,Lifestyle,Paused,2025-05-11,43,88090.16,1296338.52,14.72,782984,21065,2.69,1878,4.18,46.91,8.35,3.4,2.79,
AD-0218,ENDED_WIN,Meta,Little Joys,Skin Care,Reel,M 35-44,UGC Style,Paused,2025-08-17,39,24167.73,2547444.51,105.41,1102635,64495,5.85,1504,0.37,16.07,7.77,1.16,5.41,31.51
AD-0219,SCALE,YouTube,Little Joys,Skin Care,Image,M 18-24,Testimonial,Active,2025-04-01,83,30776.24,10166960.88,330.35,1041157,55638,5.34,6557,0.55,4.69,4.53,1.4,2.8,
AD-0220,ENDED_WIN,YouTube,Man Matters,Skin Care,Carousel,M 35-44,UGC Style,Completed,2025-09-05,3,73910.72,1178867.68,15.95,2135181,33830,1.58,1154,2.18,64.05,9.88,4,4.02,
AD-0221,SCALE,Google,Man Matters,Wellness,Video,F 25-34,Before/After,Active,2025-06-09,28,84594.01,1901410.1,22.48,2521331,92716,3.68,1587,0.91,53.3,6.68,3.25,4.95,18.23
AD-0222,ENDED_WIN,YouTube,Be Bodywise,Sexual Health,Video,M 25-34,Testimonial,Completed,2025-07-25,85,125674.47,3877637.34,30.85,2891503,175691,6.08,19115,0.72,6.57,7.2,8.19,7.69,84.64
AD-0223,SCALE,Instagram,Little Joys,Wellness,Video,F 18-24,Testimonial,Active,2025-07-14,79,174858.47,11931029.37,68.23,8240124,69143,0.84,9578,2.53,18.26,6.9,3.62,6.91,18.18
AD-0224,ENDED_WIN,Google,Man Matters,Sexual Health,Reel,F 25-34,Doctor Trust,Completed,2025-02-03,46,165413.3,25575947.87,154.62,2481238,194188,7.83,17956,0.85,9.21,2.75,5.28,2.21,82.06
AD-0225,TESTING,Meta,Man Matters,Skin Care,Reel,M 35-44,Doctor Trust,Active,2025-09-16,11,12143.48,1017233.66,83.77,559097,15944,2.85,1268,0.76,9.58,2.8,5.97,1.55,30.19
AD-0226,MONITOR,YouTube,Man Matters,Weight Management,Reel,F 18-24,Celebrity Endorsement,Active,2025-07-28,27,8724.03,229869.78,26.35,372902,3734,1,502,2.34,17.38,2.29,6.37,3.04,38.11
AD-0227,ENDED_WIN,Meta,Man Matters,Weight Management,Reel,F 25-34,Doctor Trust,Paused,2025-05-09,19,23546.36,1123283.9,47.71,705150,32189,4.56,1139,0.73,20.67,9.47,7.9,4.21,59.4
AD-0228,SCALE,Google,Be Bodywise,Sexual Health,Reel,M 18-24,Testimonial,Active,2025-01-02,83,197421.39,17672786.88,89.52,7769245,443087,5.7,52014,0.45,3.8,1.56,3.99,2.81,29.15
AD-0229,MONITOR,Instagram,Man Matters,Hair Care,Story,M 18-24,Doctor Trust,Active,2025-01-24,36,20068.32,55124.58,2.75,592789,42291,7.13,98,0.47,204.78,7.33,7.27,2.62,
AD-0230,ENDED_WIN,Instagram,Little Joys,Weight Management,Story,M 35-44,Doctor Trust,Paused,2025-02-28,26,168613.76,61189279.81,362.9,7266543,228425,3.14,32869,0.74,5.13,8.45,2.77,6.7,
AD-0231,SCALE,Google,Little Joys,Hair Care,Carousel,F 18-24,Lifestyle,Active,2025-01-11,82,91180.95,2564778.79,28.13,2394709,118677,4.96,3036,0.77,30.03,5.83,8.05,4.35,
AD-0232,SCALE,Google,Little Joys,Weight Management,Carousel,M 18-24,Product Demo,Active,2025-05-19,64,106201.24,83916301.99,790.16,4670528,333355,7.14,49289,0.32,2.15,5.62,3.65,1.03,
AD-0233,SCALE,Google,Man Matters,Wellness,Video,M 25-34,Infographic,Active,2025-01-19,77,25828.2,523712.78,20.28,1047318,29054,2.77,1106,0.89,23.35,9.23,2.51,3.03,52.13
AD-0234,ENDED_WIN,YouTube,Man Matters,Skin Care,Story,F 25-34,Lifestyle,Paused,2025-07-20,2,169347.94,13139098.54,77.59,6167938,331821,5.38,12051,0.51,14.05,8.62,6.23,6.31,
AD-0235,ENDED_WIN,YouTube,Be Bodywise,Sexual Health,Carousel,F 35-44,Celebrity Endorsement,Completed,2025-07-17,9,22922.44,12611939.72,550.2,1138504,79248,6.96,11672,0.29,1.96,7.29,4.38,4.98,
AD-0236,ENDED_WIN,Meta,Be Bodywise,Weight Management,Story,F 18-24,Before/After,Paused,2025-09-02,49,5219.67,292594.7,56.06,169673,5502,3.24,470,0.95,11.11,4.31,5.05,1.24,
AD-0237,MONITOR,Meta,Be Bodywise,Weight Management,Carousel,M 35-44,Infographic,Active,2025-07-04,78,7917.5,338233.25,42.72,357302,11889,3.33,572,0.67,13.84,8.31,2.8,1.1,
AD-0238,MONITOR,Instagram,Be Bodywise,Hair Care,Reel,M 18-24,Infographic,Active,2025-01-15,79,7686.54,150244.71,19.55,188857,3051,1.62,406,2.52,18.93,9.06,8.82,1.94,45.67
AD-0239,SCALE,Meta,Little Joys,Skin Care,Video,F 25-34,UGC Style,Active,2025-06-07,78,194398.94,18956566.33,97.51,2155313,83910,3.89,10886,2.32,17.86,2.12,9.42,3.6,63.84
AD-0240,ENDED_WIN,Google,Man Matters,Nutrition,Image,F 18-24,Testimonial,Completed,2025-04-26,58,3159.8,106679.12,33.76,26695,1961,7.35,183,1.61,17.27,6.87,3.73,4.59,
AD-0241,ENDED_LOSS,Instagram,Be Bodywise,Weight Management,Carousel,M 25-34,Celebrity Endorsement,Paused,2025-01-05,24,124817.59,47791.86,0.38,1814094,122323,6.74,45,1.02,2773.72,1.64,6.42,2.15,
AD-0242,ENDED_WIN,Instagram,Be Bodywise,Weight Management,Image,F 18-24,Product Demo,Paused,2025-08-17,41,178429.94,17368475.4,97.34,7452572,177822,2.39,14817,1,12.04,6.76,6.19,2.43,
AD-0243,ENDED_WIN,YouTube,Man Matters,Sexual Health,Reel,F 35-44,Infographic,Paused,2025-05-03,27,104538.61,8975047.75,85.85,4269539,178720,4.19,25446,0.58,4.11,8.95,2,4.49,38.08
AD-0244,SCALE,Google,Be Bodywise,Hair Care,Image,M 25-34,UGC Style,Active,2025-05-09,49,152019.09,13912409.71,91.52,6361794,300754,4.73,26603,0.51,5.71,6.27,4.35,6.21,
AD-0245,SCALE,Google,Little Joys,Sexual Health,Story,M 18-24,Doctor Trust,Active,2025-02-16,15,27178.26,8079128.25,297.26,779231,56328,7.23,5211,0.48,5.22,9.76,7.41,1.91,
AD-0246,ENDED_WIN,YouTube,Little Joys,Skin Care,Video,F 35-44,Celebrity Endorsement,Completed,2025-01-04,38,49829.78,17269618.31,346.57,2081601,130085,6.25,13086,0.38,3.81,9.14,2.69,2.03,77.21
AD-0247,ENDED_WIN,YouTube,Be Bodywise,Sexual Health,Carousel,M 18-24,Lifestyle,Paused,2025-07-08,69,138813.77,21391259.31,154.1,2745465,103809,3.78,12380,1.34,11.21,3.11,5.51,4.16,
AD-0248,ENDED_WIN,Instagram,Be Bodywise,Hair Care,Image,F 18-24,Product Demo,Completed,2025-06-16,50,88008.2,3419679.91,38.86,1159537,40048,3.45,2132,2.2,41.28,3.24,7.43,5.29,
AD-0249,ENDED_WIN,YouTube,Man Matters,Wellness,Video,F 18-24,Infographic,Completed,2025-08-26,54,94431.05,5703695.58,60.4,1657905,109952,6.63,5433,0.86,17.38,9.99,7.52,3.46,59.93
AD-0250,ENDED_OK,Google,Be Bodywise,Weight Management,Story,F 18-24,UGC Style,Paused,2025-03-05,50,20774.69,302428.43,14.56,153924,10268,6.67,611,2.02,34,3.05,2.19,5.24,
AD-0251,ENDED_WIN,Instagram,Little Joys,Skin Care,Image,F 25-34,Before/After,Paused,2025-08-02,20,86809.76,2306214.64,26.57,1287075,11127,0.86,1578,7.8,55.01,7.43,2.7,2.07,
AD-0252,ENDED_OK,Instagram,Man Matters,Wellness,Story,M 35-44,Infographic,Paused,2025-01-14,67,154920.52,1680984.24,10.85,2525891,28357,1.12,1827,5.46,84.8,5.83,9.17,3.14,
